num_bikes_disabled;lat;lon;;;
3;40.739.323;-74.008.119;;;
5;4.077.095.553.869.230;-7.395.356.208.096.920;;;
0;40.642.031;-73.981.073;;;
3;4.077.579.376.683.660;-739.762.057.363.987;;;
2;40.746.202;-73.971.822;;;
2;4.070.112;-7.393.039;;;
2;4.065.708.866.668.480;-7.400.870.203.971.860;;;
0;4.087.444;-7.389.186;;;
0;4.076.454;-7.387.171;;;
2;40.642.622;-74.016.866;;;
1;4.070.133.448.066.990;-7.398.471.236.228.940;;;
1;4.074.708.586;-7.394.977.234;;;
1;4.072.795;-7.395.414;;;
0;4.068.650.065;-7.396.563.307;;;
2;4.075.455.731;-7.396.592.976;;;
0;40.649.143;-74.012.384;;;
10;4.078.275;-7.397.137;;;
3;40.856.302;-73.907.302;;;
5;4.073.454.567;-7.399.074.142;;;
1;40.671.409;-74.001.328;;;
0;4.074.034.668.087.180;-7.392.886.072.397.230;;;
1;4.076.328;-7.388.404;;;
2;4.073.431.166.276.570;-7.398.372.530.937.190;;;
0;4.074.589;-7.389.915;;;
0;4.076.313;-738.772;;;
0;40.754.139;-73.919.543;;;
3;4.075.828.065;-7.397.069.431;;;
4;40.734.814;-73.992.085;;;
0;4.073.727;-7.386.415;;;
5;40.744.219;-7.397.121.214;;;
0;4.065.106;-7.394.193;;;
0;4.067.872;-7.391.105;;;
1;4.074.955;-7.385.464;;;
5;408.025.566;-739.490.782;;;
8;40.740.983;-74.001.702;;;
1;40.706.237;-73.933.871;;;
5;40.706.563.674.670.900;-739.683.187.007.904;;;
2;407.997.568;-739.621.128.676;;;
1;40.643.546;-73.986.418;;;
0;4.068.973;-7.393.353;;;
